# The values in this table are from the official 2014 proto.
VNUM	GOLD_MIN	GOLD_MAX	RESURRECTION_VNUM	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4
3391	1800	2700	0	0	20	257	25	258	0	0	0	0	0	0
3401	185	278	0	0	0	0	0	0	0	0	0	0	0	0
3402	374	561	0	0	0	0	0	0	0	0	0	0	0	0
3403	377	566	0	0	0	0	0	0	0	0	0	0	0	0
3404	571	856	0	0	0	0	0	0	0	0	0	0	0	0
3405	774	1161	0	0	0	0	0	0	0	0	0	0	0	0
3490	984	1476	0	0	20	256	0	0	0	0	0	0	0	0
3491	1800	2700	0	0	20	257	25	258	0	0	0	0	0	0
3501	184	276	0	0	0	0	0	0	0	0	0	0	0	0
3502	371	556	0	0	0	0	0	0	0	0	0	0	0	0
3503	374	561	0	0	0	0	0	0	0	0	0	0	0	0
3504	566	849	0	0	0	0	0	0	0	0	0	0	0	0
3505	761	1142	0	0	0	0	0	0	0	0	0	0	0	0
3551	187	280	0	0	20	256	0	0	0	0	0	0	0	0
3552	377	566	0	0	20	257	25	258	0	0	0	0	0	0
3553	380	571	0	0	0	0	0	0	0	0	0	0	0	0
3554	576	864	0	0	0	0	0	0	0	0	0	0	0	0
3555	774	1161	0	0	0	0	0	0	0	0	0	0	0	0
3590	984	1476	0	0	0	0	0	0	0	0	0	0	0	0
3591	1800	2700	0	0	20	257	25	258	0	0	0	0	0	0
3595	1000	1500	0	0	20	256	0	0	0	0	0	0	0	0
3596	1828	2743	0	0	20	257	25	258	0	0	0	0	0	0
3601	185	278	0	0	0	0	0	0	0	0	0	0	0	0
3602	374	561	0	0	0	0	0	0	0	0	0	0	0	0
3603	377	566	0	0	0	0	0	0	0	0	0	0	0	0
3604	571	856	0	0	0	0	0	0	0	0	0	0	0	0
3605	774	1161	0	0	0	0	0	0	0	0	0	0	0	0
3690	984	1476	0	0	20	256	0	0	0	0	0	0	0	0
3691	1800	2700	0	0	20	257	25	258	0	0	0	0	0	0
3701	192	288	0	0	0	0	0	0	0	0	0	0	0	0
3702	387	580	0	0	0	0	0	0	0	0	0	0	0	0
3703	393	590	0	0	0	0	0	0	0	0	0	0	0	0
3704	595	892	0	0	0	0	0	0	0	0	0	0	0	0
3705	800	1200	0	0	0	0	0	0	0	0	0	0	0	0
3790	1008	1512	0	0	20	256	0	0	0	0	0	0	0	0
3791	1828	2743	0	0	20	257	25	258	0	0	0	0	0	0
3801	190	285	0	0	0	0	0	0	0	0	0	0	0	0
3802	384	576	0	0	0	0	0	0	0	0	0	0	0	0
3803	387	580	0	0	0	0	0	0	0	0	0	0	0	0
3804	585	878	0	0	0	0	0	0	0	0	0	0	0	0
3805	787	1180	0	0	0	0	0	0	0	0	0	0	0	0
3890	1000	1500	0	0	20	256	0	0	0	0	0	0	0	0
3891	1828	2743	0	0	20	257	25	258	0	0	0	0	0	0
3901	1872	2808	0	0	20	257	25	258	0	0	0	0	0	0
3902	1872	2808	0	0	20	257	25	258	0	0	0	0	0	0
3903	1872	2808	0	0	20	257	25	258	0	0	0	0	0	0
3904	580	871	0	0	0	0	0	0	0	0	0	0	0	0
3905	1872	2808	0	0	20	257	25	258	0	0	0	0	0	0
3906	1872	2808	0	0	20	257	25	258	0	0	0	0	0	0
3907	380	571	0	0	0	0	0	0	0	0	0	0	0	0
3908	576	864	0	0	0	0	0	0	0	0	0	0	0	0
3909	774	1161	0	0	0	0	0	0	0	0	0	0	0	0
3910	984	1476	0	0	0	0	0	0	0	0	0	0	0	0
3911	1000	1500	0	0	20	256	0	0	0	0	0	0	0	0
3912	1000	1500	0	0	20	256	0	0	0	0	0	0	0	0
3913	1000	1500	0	0	20	256	0	0	0	0	0	0	0	0
5001	50000	50000	0	0	0	0	0	0	0	0	0	0	0	0
5002	736	1104	0	0	30	258	20	259	0	0	0	0	0	0
5003	1	1	0	70104	0	0	0	0	0	0	0	0	0	0
5004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5101	68	103	0	70104	0	0	0	0	0	0	0	0	0	0
5102	116	174	0	0	0	0	0	0	0	0	0	0	0	0
5103	167	250	0	70106	0	0	0	0	0	0	0	0	0	0
5104	224	337	0	70107	0	0	0	0	0	0	0	0	0	0
5111	100	150	0	70104	0	0	0	0	0	0	0	0	0	0
5112	164	246	0	0	0	0	0	0	0	0	0	0	0	0
5113	234	351	0	70106	0	0	0	0	0	0	0	0	0	0
5114	304	456	0	70107	0	0	0	0	0	0	0	0	0	0
5115	318	477	0	70107	0	0	0	0	0	0	0	0	0	0
5116	318	477	0	70107	0	0	0	0	0	0	0	0	0	0
5121	124	186	0	70104	0	0	0	0	0	0	0	0	0	0
5122	204	306	0	0	0	0	0	0	0	0	0	0	0	0
5123	290	435	0	70106	0	0	0	0	0	0	0	0	0	0
5124	390	585	0	70107	0	0	0	0	0	0	0	0	0	0
5125	397	596	0	70107	0	0	0	0	0	0	0	0	0	0
5126	404	607	0	70107	0	0	0	0	0	0	0	0	0	0
5127	404	607	0	70107	0	0	0	0	0	0	0	0	0	0
5131	68	103	0	70104	0	0	0	0	0	0	0	0	0	0
5132	116	174	0	0	0	0	0	0	0	0	0	0	0	0
5133	167	250	0	70106	0	0	0	0	0	0	0	0	0	0
5134	224	337	0	70107	0	0	0	0	0	0	0	0	0	0
5141	100	150	0	70104	0	0	0	0	0	0	0	0	0	0
5142	164	246	0	0	0	0	0	0	0	0	0	0	0	0
5143	234	351	0	70106	0	0	0	0	0	0	0	0	0	0
5144	304	456	0	70107	0	0	0	0	0	0	0	0	0	0
5145	318	477	0	70107	0	0	0	0	0	0	0	0	0	0
5146	318	477	0	70107	0	0	0	0	0	0	0	0	0	0
5151	124	186	0	70104	0	0	0	0	0	0	0	0	0	0
5152	204	306	0	0	0	0	0	0	0	0	0	0	0	0
5153	290	435	0	70106	0	0	0	0	0	0	0	0	0	0
5154	390	585	0	70107	0	0	0	0	0	0	0	0	0	0
5155	397	596	0	70107	0	0	0	0	0	0	0	0	0	0
5156	404	607	0	70107	0	0	0	0	0	0	0	0	0	0
5157	404	607	0	70107	0	0	0	0	0	0	0	0	0	0
5161	11280	16920	0	0	0	0	0	0	0	0	0	0	0	0
5162	22876	34314	0	0	0	0	0	0	0	0	0	0	0	0
5163	37180	55770	0	0	0	0	0	0	0	0	0	0	0	0
6001	192	288	0	0	0	0	0	0	0	0	0	0	0	0
6002	387	580	0	0	0	0	0	0	0	0	0	0	0	0
6003	393	590	0	0	0	0	0	0	0	0	0	0	0	0
6004	192	288	0	0	0	0	0	0	0	0	0	0	0	0
6005	387	580	0	0	0	0	0	0	0	0	0	0	0	0
6006	393	590	0	0	0	0	0	0	0	0	0	0	0	0
6007	595	892	0	0	0	0	0	0	0	0	0	0	0	0
6008	800	1200	0	0	0	0	0	0	0	0	0	0	0	0
6009	1008	1512	0	0	0	0	0	0	0	0	0	0	0	0
6051	1008	1512	0	0	0	0	0	0	0	0	0	0	0	0
6091	1828	2743	0	0	20	257	25	258	0	0	0	0	0	0
6101	190	285	0	0	0	0	0	0	0	0	0	0	0	0
6102	384	576	0	0	0	0	0	0	0	0	0	0	0	0
6103	387	580	0	0	0	0	0	0	0	0	0	0	0	0
6104	190	285	0	0	0	0	0	0	0	0	0	0	0	0
6105	384	576	0	0	0	0	0	0	0	0	0	0	0	0
6106	387	580	0	0	0	0	0	0	0	0	0	0	0	0
6107	585	878	0	0	0	0	0	0	0	0	0	0	0	0
6108	787	1180	0	0	0	0	0	0	0	0	0	0	0	0
6109	1000	1500	0	0	0	0	0	0	0	0	0	0	0	0
6151	1000	1500	0	0	0	0	0	0	0	0	0	0	0	0
6191	1828	2743	0	0	20	257	25	258	0	0	0	0	0	0
7001	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7002	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7003	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7004	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7005	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7006	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7007	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7008	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7009	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7010	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7012	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7013	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7014	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7015	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7016	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7017	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7018	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7019	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7020	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7021	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7022	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7023	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7024	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7025	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7026	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7027	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7028	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
7029	156	234	0	0	0	0	0	0	0	0	0	0	0	0
7030	528	792	0	0	0	0	0	0	0	0	0	0	0	0
7031	560	840	0	0	0	0	0	0	0	0	0	0	0	0
7032	592	888	0	0	0	0	0	0	0	0	0	0	0	0
7033	608	912	0	0	0	0	0	0	0	0	0	0	0	0
7034	640	960	0	0	0	0	0	0	0	0	0	0	0	0
7035	672	1008	0	0	0	0	0	0	0	0	0	0	0	0
7036	168	253	0	0	0	0	0	0	0	0	0	0	0	0
7037	273	410	0	0	0	0	0	0	0	0	0	0	0	0
7038	278	417	0	0	0	0	0	0	0	0	0	0	0	0
7039	382	573	0	0	0	0	0	0	0	0	0	0	0	0
7040	283	424	0	0	0	0	0	0	0	0	0	0	0	0
7041	482	723	0	0	0	0	0	0	0	0	0	0	0	0
7042	490	735	0	0	0	0	0	0	0	0	0	0	0	0
7043	522	783	0	0	0	0	0	0	0	0	0	0	0	0
7044	529	796	0	0	0	0	0	0	0	0	0	0	0	0
7045	587	880	0	0	0	0	0	0	0	0	0	0	0	0
7046	875	1314	0	0	0	0	0	0	0	0	0	0	0	0
7047	889	1334	0	0	0	0	0	0	0	0	0	0	0	0
7048	902	1352	0	0	0	0	0	0	0	0	0	0	0	0
7049	1148	1723	0	0	0	0	0	0	0	0	0	0	0	0
7050	156	234	0	0	0	0	0	0	0	0	0	0	0	0
7051	528	792	0	0	0	0	0	0	0	0	0	0	0	0
7052	560	840	0	0	0	0	0	0	0	0	0	0	0	0
7053	592	888	0	0	0	0	0	0	0	0	0	0	0	0
7054	608	912	0	0	0	0	0	0	0	0	0	0	0	0
7055	640	960	0	0	0	0	0	0	0	0	0	0	0	0
7056	672	1008	0	0	0	0	0	0	0	0	0	0	0	0
7057	168	253	0	0	0	0	0	0	0	0	0	0	0	0
7058	273	410	0	0	0	0	0	0	0	0	0	0	0	0
7059	278	417	0	0	0	0	0	0	0	0	0	0	0	0
7060	382	573	0	0	0	0	0	0	0	0	0	0	0	0
7061	283	424	0	0	0	0	0	0	0	0	0	0	0	0
7062	482	723	0	0	0	0	0	0	0	0	0	0	0	0
7063	490	735	0	0	0	0	0	0	0	0	0	0	0	0
7064	522	783	0	0	0	0	0	0	0	0	0	0	0	0
7065	529	796	0	0	0	0	0	0	0	0	0	0	0	0
7066	587	880	0	0	0	0	0	0	0	0	0	0	0	0
7067	875	1314	0	0	0	0	0	0	0	0	0	0	0	0
7068	889	1334	0	0	0	0	0	0	0	0	0	0	0	0
7069	902	1352	0	0	0	0	0	0	0	0	0	0	0	0
7070	1148	1723	0	0	0	0	0	0	0	0	0	0	0	0
7071	560	840	0	0	0	0	0	0	0	0	0	0	0	0
7072	592	888	0	0	0	0	0	0	0	0	0	0	0	0
7073	608	912	0	0	0	0	0	0	0	0	0	0	0	0
7074	640	960	0	0	0	0	0	0	0	0	0	0	0	0
7075	672	1008	0	0	0	0	0	0	0	0	0	0	0	0
7076	278	417	0	0	0	0	0	0	0	0	0	0	0	0
7077	382	573	0	0	0	0	0	0	0	0	0	0	0	0
7078	283	424	0	0	0	0	0	0	0	0	0	0	0	0
7079	482	723	0	0	0	0	0	0	0	0	0	0	0	0
7080	490	735	0	0	0	0	0	0	0	0	0	0	0	0
7081	587	880	0	0	0	0	0	0	0	0	0	0	0	0
7082	875	1314	0	0	0	0	0	0	0	0	0	0	0	0
7083	889	1334	0	0	0	0	0	0	0	0	0	0	0	0
7084	902	1352	0	0	0	0	0	0	0	0	0	0	0	0
7085	1148	1723	0	0	0	0	0	0	0	0	0	0	0	0
7086	592	888	0	0	0	0	0	0	0	0	0	0	0	0
7087	608	912	0	0	0	0	0	0	0	0	0	0	0	0
7088	640	960	0	0	0	0	0	0	0	0	0	0	0	0
7089	672	1008	0	0	0	0	0	0	0	0	0	0	0	0
7090	382	573	0	0	0	0	0	0	0	0	0	0	0	0
7091	283	424	0	0	0	0	0	0	0	0	0	0	0	0
7092	482	723	0	0	0	0	0	0	0	0	0	0	0	0
7093	490	735	0	0	0	0	0	0	0	0	0	0	0	0
7094	875	1314	0	0	0	0	0	0	0	0	0	0	0	0
7095	889	1334	0	0	0	0	0	0	0	0	0	0	0	0
7096	902	1352	0	0	0	0	0	0	0	0	0	0	0	0
8001	76	114	0	0	0	0	0	0	0	0	0	0	0	0
8002	136	204	0	0	0	0	0	0	0	0	0	0	0	0
8003	196	294	0	0	0	0	0	0	0	0	0	0	0	0
8004	256	384	0	0	0	0	0	0	0	0	0	0	0	0
8005	316	474	0	0	0	0	0	0	0	0	0	0	0	0
8006	376	564	0	0	0	0	0	0	0	0	0	0	0	0
8007	436	654	0	0	0	0	0	0	0	0	0	0	0	0
8008	496	744	0	0	0	0	0	0	0	0	0	0	0	0
8009	556	834	0	0	0	0	0	0	0	0	0	0	0	0
8010	616	924	0	0	0	0	0	0	0	0	0	0	0	0
8011	676	1014	0	0	0	0	0	0	0	0	0	0	0	0
8012	736	1104	0	0	0	0	0	0	0	0	0	0	0	0
8013	796	1194	0	0	0	0	0	0	0	0	0	0	0	0
8014	856	1284	0	0	0	0	0	0	0	0	0	0	0	0
8015	616	924	0	0	0	0	0	0	0	0	0	0	0	0
8016	676	1014	0	0	0	0	0	0	0	0	0	0	0	0
8017	736	1104	0	0	0	0	0	0	0	0	0	0	0	0
8018	796	1194	0	0	0	0	0	0	0	0	0	0	0	0
8019	856	1284	0	0	0	0	0	0	0	0	0	0	0	0
8020	966	1404	0	0	0	0	0	0	0	0	0	0	0	0
8021	966	1404	0	0	0	0	0	0	0	0	0	0	0	0
8022	966	1404	0	0	0	0	0	0	0	0	0	0	0	0
8023	966	1404	0	0	0	0	0	0	0	0	0	0	0	0
8024	976	1464	0	0	0	0	0	0	0	0	0	0	0	0
8025	1036	1554	0	0	0	0	0	0	0	0	0	0	0	0
8026	1096	1644	0	0	0	0	0	0	0	0	0	0	0	0
8027	1196	1744	0	0	0	0	0	0	0	0	0	0	0	0
8031	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
8032	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
8033	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
8034	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
8035	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
8036	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
8037	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
8038	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
8039	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
8040	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
8041	272	612	0	0	0	0	0	0	0	0	0	0	0	0
8042	512	1152	0	0	0	0	0	0	0	0	0	0	0	0
8043	752	1692	0	0	0	0	0	0	0	0	0	0	0	0
8044	992	2232	0	0	0	0	0	0	0	0	0	0	0	0
8045	1232	2772	0	0	0	0	0	0	0	0	0	0	0	0
8046	1472	3312	0	0	0	0	0	0	0	0	0	0	0	0
8047	1712	3852	0	0	0	0	0	0	0	0	0	0	0	0
8048	2072	4662	0	0	0	0	0	0	0	0	0	0	0	0
8049	2392	5382	0	0	0	0	0	0	0	0	0	0	0	0
8050	2824	6354	0	0	0	0	0	0	0	0	0	0	0	0
8051	2072	4662	0	0	0	0	0	0	0	0	0	0	0	0
8052	2072	4662	0	0	0	0	0	0	0	0	0	0	0	0
8053	2392	5382	0	0	0	0	0	0	0	0	0	0	0	0
8054	2392	5382	0	0	0	0	0	0	0	0	0	0	0	0
8055	2824	6354	0	0	0	0	0	0	0	0	0	0	0	0
8056	2824	6354	0	0	0	0	0	0	0	0	0	0	0	0
8057	2392	5382	0	0	0	0	0	0	0	0	0	0	0	0
8101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8501	124	186	0	70104	0	0	0	0	0	0	0	0	0	0
8502	100	150	0	0	0	0	0	0	0	0	0	0	0	0
8503	224	337	0	70104	0	0	0	0	0	0	0	0	0	0
8504	30	45	0	0	0	0	0	0	0	0	0	0	0	0
8505	56	84	0	0	0	0	0	0	0	0	0	0	0	0
8506	44	67	0	0	0	0	0	0	0	0	0	0	0	0
8507	76	114	0	0	0	0	0	0	0	0	0	0	0	0
8508	160	240	0	0	0	0	0	0	0	0	0	0	0	0
8509	119	178	0	0	0	0	0	0	0	0	0	0	0	0
8510	150	225	0	0	0	0	0	0	0	0	0	0	0	0
8511	77	116	0	0	0	0	0	0	0	0	0	0	0	0
8600	23400	35100	0	0	35	256	0	0	0	0	0	0	0	0
8601	23400	35100	0	0	35	256	0	0	0	0	0	0	0	0
8602	23400	35100	0	0	35	257	35	258	0	0	0	0	0	0
8603	23400	35100	0	0	35	257	35	258	0	0	0	0	0	0
8604	23400	35100	0	0	30	256	0	0	0	0	0	0	0	0
8605	23400	35100	0	0	30	256	0	0	0	0	0	0	0	0
8606	23400	35100	0	0	10	259	40	260	0	0	0	0	0	0
8607	23400	35100	0	0	10	259	40	260	0	0	0	0	0	0
8608	23400	35100	0	0	35	258	40	259	0	0	0	0	0	0
8609	23400	35100	0	0	35	258	40	259	0	0	0	0	0	0
8610	23400	35100	0	0	40	258	0	0	0	0	0	0	0	0
8611	23400	35100	0	0	40	258	0	0	0	0	0	0	0	0
8612	23400	35100	0	0	40	261	0	0	0	0	0	0	0	0
8613	23400	35100	0	0	40	261	0	0	0	0	0	0	0	0
8614	23400	35100	0	0	40	256	30	256	0	0	0	0	0	0
8615	23400	35100	0	0	40	256	30	256	0	0	0	0	0	0
9001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10029	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10037	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10038	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10039	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10042	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10049	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10051	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10052	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10057	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10058	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10064	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10066	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10067	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10068	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10071	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10072	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10076	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10077	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10079	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10080	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10081	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10082	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10083	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10084	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10085	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10086	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10087	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10090	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10092	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10093	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10097	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10098	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10099	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10506	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10507	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
